main,id,temp,pressure,humidity,temp_min,temp_max,wind_speed,clouds,sunset,sunrise,clothing_advice
Rain,578,12.1,1029.2,94.2,9.8,13.3,13.3,41.6,1704136967,1704089400,raincoat_umbrella
Clouds,845,9.7,993.4,63.8,7.2,11.8,16.1,97.0,1704142644,1704096328,windproof_jacket
Clouds,822,9.7,1034.1,41.6,9.0,11.7,13.4,28.0,1704126060,1704089613,windproof_jacket
Rain,588,27.6,987.9,86.0,24.8,29.5,8.5,68.3,1704134283,1704090817,light_rain_jacket
Drizzle,381,-9.4,1023.3,95.0,-12.3,-7.9,11.7,73.6,1704128116,1704098105,winter_wet_gear
Clear,827,37.4,1038.1,44.0,34.5,40.3,0.5,26.5,1704131932,1704090678,hot_summer
Clear,858,35.8,1000.0,51.3,32.8,38.0,2.6,20.1,1704137951,1704094824,hot_summer
Snow,669,-29.1,993.2,36.0,-29.7,-26.5,9.6,64.8,1704142243,1704096118,extreme_cold_gear
Snow,683,-0.6,986.5,92.4,-1.3,0.3,4.9,87.7,1704128219,1704095244,winter_wet_gear
Snow,637,8.8,1033.0,54.5,7.2,10.2,6.2,22.1,1704132423,1704089763,medium_coat_scarf
Snow,676,-15.7,1014.2,45.2,-18.0,-15.1,6.6,79.8,1704140664,1704097281,extreme_cold_gear
Clouds,817,13.7,1012.2,42.2,10.7,14.6,21.1,57.3,1704133057,1704095893,windproof_jacket
Clouds,844,22.9,1021.9,77.5,21.3,24.8,8.3,8.2,1704132868,1704090824,tshirt_shorts
Clear,801,-16.3,1016.7,78.2,-19.2,-15.2,17.8,2.6,1704127326,1704092696,extreme_cold_gear
Clear,899,27.4,995.2,67.7,25.0,30.1,2.5,18.9,1704142167,1704098003,tshirt_shorts
Drizzle,304,-1.2,1018.0,85.4,-3.1,-0.6,14.0,47.6,1704130064,1704097521,winter_wet_gear
Clear,866,-2.1,1035.8,40.1,-3.6,0.7,4.8,22.8,1704125746,1704098528,warm_winter_coat
Snow,698,-26.4,1001.7,37.6,-28.4,-23.9,5.7,55.3,1704128548,1704089592,extreme_cold_gear
Clear,877,22.5,1019.2,50.4,21.6,23.7,4.9,3.6,1704131948,1704099316,tshirt_shorts
Clear,876,-12.4,997.4,79.5,-14.2,-10.6,13.7,17.0,1704128301,1704089649,extreme_cold_gear
Rain,504,26.7,1028.3,90.4,25.5,27.6,4.1,41.3,1704132484,1704098616,light_rain_jacket
Clear,833,15.8,1029.1,68.1,15.1,18.6,6.1,5.5,1704142382,1704088840,light_jacket_jeans
Clouds,870,4.3,1038.9,79.0,3.1,6.8,3.5,81.9,1704134665,1704089337,medium_coat_scarf
Clear,847,-11.7,1015.2,72.4,-13.8,-9.6,5.1,3.2,1704132393,1704091650,extreme_cold_gear
Snow,616,-6.9,1016.2,41.3,-7.7,-5.1,8.3,91.0,1704133002,1704090428,warm_winter_coat
Clouds,891,10.7,1039.9,61.2,8.4,12.9,6.7,43.1,1704125853,1704091008,light_jacket_jeans
Snow,691,-1.6,1024.2,58.7,-3.5,0.6,10.9,5.5,1704139775,1704094641,warm_winter_coat
Clear,809,10.3,1024.6,52.3,8.3,11.6,2.8,4.1,1704128681,1704093739,light_jacket_jeans
Snow,642,-28.7,998.1,47.6,-29.7,-25.8,7.5,52.7,1704129508,1704098601,extreme_cold_gear
Rain,561,12.0,1004.6,89.5,11.1,14.1,11.5,73.6,1704140809,1704097724,raincoat_umbrella
Clouds,837,19.5,1037.0,84.5,17.2,21.6,6.2,3.5,1704133931,1704091494,light_jacket_jeans
Clouds,847,26.8,1006.8,53.6,26.2,28.5,5.7,65.9,1704130671,1704091996,tshirt_shorts
Drizzle,307,19.5,987.2,62.6,17.5,22.2,10.8,61.7,1704128218,1704088835,light_jacket_jeans
Clouds,859,8.0,981.1,57.3,6.1,8.9,15.9,86.0,1704129364,1704098144,windproof_jacket
Snow,639,-20.4,1027.5,36.1,-22.7,-19.9,18.6,78.1,1704138317,1704094249,extreme_cold_gear
Clear,879,-19.4,1018.4,61.3,-21.7,-16.9,14.3,7.0,1704130346,1704089206,extreme_cold_gear
Clouds,887,11.0,1005.8,55.4,8.9,13.4,16.1,73.9,1704139471,1704096500,windproof_jacket
Clear,811,-5.8,1031.9,48.8,-6.6,-5.0,3.8,4.7,1704125060,1704089600,warm_winter_coat
Clear,887,4.2,1027.5,55.4,2.4,6.9,5.4,18.2,1704140279,1704092181,medium_coat_scarf
Snow,611,-14.3,1036.9,64.7,-16.4,-13.6,10.3,19.7,1704137856,1704096068,extreme_cold_gear
Rain,593,6.1,1034.2,90.5,3.5,6.9,6.0,11.0,1704129031,1704089071,raincoat_umbrella
Drizzle,358,-7.7,1008.7,78.4,-9.6,-5.9,9.0,15.0,1704138465,1704098212,winter_wet_gear
Snow,658,-3.5,996.9,63.7,-5.7,-0.7,6.8,20.0,1704135091,1704091099,warm_winter_coat
Rain,521,16.6,1028.0,84.4,15.4,19.0,4.9,33.3,1704141269,1704098888,raincoat_umbrella
Clouds,870,27.8,1039.4,71.2,27.1,29.5,9.3,58.1,1704125299,1704097306,tshirt_shorts
Clear,844,38.8,1028.9,34.8,37.3,40.5,2.6,17.9,1704130920,1704098029,hot_summer
Clouds,897,14.0,1008.1,42.0,11.5,15.3,21.5,72.3,1704129493,1704094032,windproof_jacket
Clear,830,23.6,1014.3,71.9,21.1,24.4,5.2,25.6,1704132637,1704096510,tshirt_shorts
Clear,844,23.0,984.9,78.0,20.4,24.7,1.5,12.9,1704137934,1704097756,tshirt_shorts
Snow,623,1.2,1014.6,56.7,-1.5,3.0,10.0,58.6,1704132404,1704091195,medium_coat_scarf
Snow,644,-25.2,1003.1,63.7,-25.9,-23.8,16.5,71.8,1704141572,1704096172,extreme_cold_gear
Drizzle,304,27.6,1003.9,84.0,24.7,29.9,5.8,21.0,1704136161,1704094930,light_rain_jacket
Drizzle,346,27.6,1015.5,73.5,26.7,28.9,3.8,15.1,1704142123,1704099051,light_rain_jacket
Rain,557,25.4,1021.2,84.4,22.9,26.7,3.0,1.8,1704127760,1704090065,light_rain_jacket
Snow,673,-2.6,1007.7,73.8,-4.2,-1.1,5.5,61.5,1704139773,1704092478,warm_winter_coat
Snow,656,-19.4,996.1,52.7,-20.5,-18.1,18.2,43.4,1704136854,1704091489,extreme_cold_gear
Clear,863,23.0,1030.2,46.0,20.9,24.4,8.3,24.4,1704124953,1704092083,tshirt_shorts
Clear,829,-4.5,984.4,50.2,-6.2,-3.3,4.1,16.1,1704139532,1704099280,warm_winter_coat
Clear,893,34.3,981.0,69.0,31.7,35.1,1.0,23.1,1704125115,1704091668,hot_summer
Clear,895,-11.1,1037.4,40.9,-11.7,-9.9,9.9,5.4,1704136824,1704090488,extreme_cold_gear
Clear,814,4.7,988.2,79.6,3.4,7.6,5.7,8.4,1704132547,1704091651,medium_coat_scarf
Rain,578,18.8,1001.6,95.6,17.9,21.4,14.6,66.5,1704130667,1704090542,raincoat_umbrella
Clouds,881,14.2,1021.9,63.7,11.4,15.9,19.8,43.2,1704134249,1704094759,windproof_jacket
Clouds,815,12.5,1024.3,58.4,11.2,15.2,24.1,72.3,1704141580,1704099027,windproof_jacket
Clouds,813,12.1,988.3,84.8,11.2,12.9,7.7,27.2,1704133723,1704097409,light_jacket_jeans
Rain,503,22.9,1028.3,89.3,20.0,24.6,3.6,83.2,1704137436,1704092803,light_rain_jacket
Rain,594,6.7,993.0,91.2,5.0,7.4,8.4,35.3,1704136780,1704099142,raincoat_umbrella
Clouds,844,29.8,1008.4,44.5,27.3,32.5,2.1,96.9,1704142656,1704092404,tshirt_shorts
Clouds,807,15.6,1001.4,57.0,14.2,16.2,17.0,15.1,1704140941,1704094225,windproof_jacket
Clear,824,-11.5,1001.1,70.0,-12.3,-9.3,6.5,15.5,1704130536,1704095378,extreme_cold_gear
Drizzle,328,18.8,1037.2,76.9,16.6,19.5,5.7,56.9,1704134502,1704098275,light_rain_jacket
Clear,805,34.1,1030.3,49.3,32.4,34.8,3.1,4.4,1704135129,1704089568,hot_summer
Clear,801,-8.5,1016.9,63.3,-10.2,-6.9,4.1,19.3,1704129524,1704095079,warm_winter_coat
Clear,897,-14.5,998.0,75.8,-16.1,-12.7,2.1,5.7,1704140561,1704096589,extreme_cold_gear
Drizzle,325,24.3,1025.7,86.5,21.9,26.9,8.0,95.6,1704136638,1704094549,light_rain_jacket
Snow,644,-2.7,996.8,82.2,-5.2,-0.1,14.9,15.9,1704134539,1704093052,winter_wet_gear
Clear,877,-2.2,983.3,71.5,-3.7,0.2,8.8,16.5,1704137853,1704095182,warm_winter_coat
Clouds,858,26.0,1034.3,64.3,24.4,29.0,3.7,50.3,1704128011,1704094129,tshirt_shorts
Drizzle,313,25.7,1002.1,91.9,23.5,27.2,9.0,97.3,1704137168,1704093574,light_rain_jacket
Snow,656,-13.8,1017.7,43.3,-15.7,-11.0,16.0,11.9,1704136663,1704091931,extreme_cold_gear
Rain,543,19.3,995.4,76.4,17.7,21.7,9.0,74.5,1704132352,1704091309,light_rain_jacket
Snow,641,-3.7,1009.0,90.5,-5.9,-2.5,11.0,8.4,1704127856,1704089619,winter_wet_gear
Rain,503,21.3,1025.0,76.0,19.1,23.1,8.4,8.1,1704138111,1704090227,light_rain_jacket
Snow,663,-2.5,980.9,88.3,-5.1,-0.9,9.1,99.4,1704137297,1704089522,winter_wet_gear
Snow,633,1.1,991.1,58.1,-0.7,3.7,7.1,52.2,1704141305,1704095378,medium_coat_scarf
Snow,693,-14.2,989.1,68.6,-16.4,-13.1,0.3,36.4,1704133117,1704092286,extreme_cold_gear
Drizzle,337,-5.1,990.7,90.4,-7.0,-2.3,6.9,59.0,1704138721,1704095818,winter_wet_gear
Rain,577,24.8,1010.9,74.7,23.1,25.4,7.2,98.2,1704141312,1704091653,light_rain_jacket
Clear,859,-15.5,1036.6,55.3,-18.1,-13.8,8.2,8.3,1704125933,1704093570,extreme_cold_gear
Clear,888,28.2,1020.0,52.7,27.6,30.0,7.5,24.7,1704133781,1704093763,hot_summer
Rain,592,14.3,985.8,89.1,13.3,15.1,8.6,79.7,1704131975,1704095529,raincoat_umbrella
Snow,604,-10.0,1036.6,75.2,-12.8,-9.2,2.9,60.5,1704134579,1704089145,winter_wet_gear
Snow,609,-8.5,1030.8,96.1,-9.0,-7.0,7.3,42.5,1704132855,1704095389,winter_wet_gear
Clear,828,37.9,1004.3,39.4,37.1,38.4,5.2,17.9,1704129653,1704098623,hot_summer
Snow,674,-10.6,1016.5,63.0,-11.2,-9.7,14.9,56.5,1704136491,1704092895,extreme_cold_gear
Clear,837,39.9,1004.3,35.5,37.6,42.1,5.6,12.8,1704127111,1704099505,hot_summer
Clouds,815,2.3,984.9,57.6,0.2,5.2,6.4,5.9,1704132239,1704094021,medium_coat_scarf
Snow,627,-28.5,1031.9,48.1,-31.3,-27.5,4.9,60.8,1704131172,1704089681,extreme_cold_gear
Rain,577,14.9,1026.9,95.5,14.2,16.1,12.5,8.9,1704133807,1704089188,raincoat_umbrella
Clear,882,34.0,1018.2,37.3,31.7,35.4,4.6,16.7,1704132589,1704097063,hot_summer
Snow,686,9.6,1029.1,53.9,9.1,11.4,7.7,48.9,1704134926,1704090457,medium_coat_scarf
Clear,834,-17.0,1017.3,60.4,-19.7,-14.2,19.6,20.7,1704132968,1704090321,extreme_cold_gear
Snow,602,-12.8,1020.1,47.6,-13.4,-10.2,12.8,29.5,1704126518,1704094010,extreme_cold_gear
Rain,571,9.7,1034.8,86.3,7.8,11.1,7.6,23.4,1704134962,1704095961,raincoat_umbrella
Clouds,843,12.1,1032.7,62.4,11.4,14.8,12.0,70.6,1704136540,1704094062,windproof_jacket
Snow,641,-3.8,996.4,53.6,-5.0,-3.2,5.6,13.2,1704130649,1704091000,warm_winter_coat
Clear,820,-8.9,990.4,65.5,-11.5,-6.9,10.8,7.4,1704134931,1704095153,warm_winter_coat
Clear,882,32.0,1000.0,62.1,30.2,34.8,0.0,11.9,1704131045,1704092540,hot_summer
Drizzle,345,20.0,1014.7,72.9,18.7,20.7,3.8,25.6,1704127286,1704098435,light_rain_jacket
Clear,898,-18.5,1026.2,74.7,-21.1,-16.5,6.5,20.5,1704125690,1704093769,extreme_cold_gear
Snow,685,-11.6,1034.3,60.6,-13.5,-9.0,4.0,86.5,1704133101,1704089408,extreme_cold_gear
Snow,637,-2.1,1039.7,99.2,-4.3,0.5,8.1,95.7,1704141314,1704092002,winter_wet_gear
Clear,811,23.0,1020.1,56.4,21.6,23.7,0.2,25.4,1704129546,1704099457,tshirt_shorts
Drizzle,356,11.0,999.3,58.9,8.0,12.5,3.0,53.8,1704127802,1704091176,light_jacket_jeans
Clear,884,28.1,1029.1,46.1,25.5,28.6,1.9,10.1,1704129140,1704092124,hot_summer
Rain,543,11.2,985.9,77.0,9.4,12.9,10.6,60.6,1704136305,1704089528,raincoat_umbrella
Clear,824,34.7,1024.2,56.5,34.0,35.5,4.7,17.1,1704129749,1704095241,hot_summer
Drizzle,341,25.9,1025.2,89.9,23.9,28.3,2.1,85.3,1704133918,1704097182,light_rain_jacket
Clouds,844,13.8,1029.9,65.7,11.2,16.5,23.6,4.3,1704132293,1704089412,windproof_jacket
Drizzle,321,24.2,1011.3,94.5,21.5,25.2,5.2,25.7,1704139190,1704095393,light_rain_jacket
Drizzle,384,14.8,1013.5,78.5,13.4,15.6,6.5,0.3,1704133422,1704096248,light_jacket_jeans
Clouds,856,14.4,1007.0,67.8,12.0,15.3,6.2,89.5,1704142726,1704095391,light_jacket_jeans
Drizzle,347,21.3,1004.4,88.9,20.4,22.1,2.3,66.5,1704129958,1704093014,light_rain_jacket
Clouds,896,21.5,1036.6,58.0,20.8,23.3,2.8,88.4,1704132193,1704091230,tshirt_shorts
Snow,666,-7.2,991.6,78.5,-9.2,-5.3,12.7,90.7,1704125096,1704097178,winter_wet_gear
Clouds,837,8.1,1013.5,57.3,6.6,9.2,6.2,81.8,1704139793,1704098428,medium_coat_scarf
Clouds,816,9.4,1012.3,42.2,8.1,10.0,19.7,84.6,1704142245,1704093376,windproof_jacket
Drizzle,367,-5.6,1026.8,95.8,-7.5,-4.7,10.8,69.3,1704135731,1704097795,winter_wet_gear
Rain,569,15.4,980.1,84.0,13.4,17.2,6.9,6.4,1704139695,1704093495,raincoat_umbrella
Snow,650,-3.2,1026.1,58.5,-4.8,-1.0,4.0,21.2,1704140196,1704092452,warm_winter_coat
Clear,820,-26.0,1035.2,37.6,-28.8,-24.2,4.4,21.4,1704125419,1704088812,extreme_cold_gear
Snow,653,-9.3,1011.9,79.0,-11.4,-7.7,5.4,38.6,1704137644,1704097170,winter_wet_gear
Clear,889,-29.2,986.5,63.5,-30.6,-27.0,15.6,0.1,1704140631,1704098776,extreme_cold_gear
Clear,860,-26.1,1027.0,38.8,-27.8,-25.0,9.8,21.4,1704125837,1704091383,extreme_cold_gear
Clear,813,28.7,1004.9,57.7,27.2,30.5,1.1,16.5,1704127233,1704099562,hot_summer
Rain,573,20.0,1036.9,79.1,17.7,21.4,11.1,36.2,1704128432,1704092093,raincoat_umbrella
Clear,816,14.0,990.6,79.1,12.9,15.1,8.7,27.5,1704126705,1704097593,light_jacket_jeans
Clouds,887,16.4,1029.2,66.5,15.2,18.5,22.2,56.1,1704124896,1704093547,windproof_jacket
Rain,574,8.3,985.8,80.7,7.6,10.2,8.2,7.5,1704130085,1704093095,raincoat_umbrella
Clear,880,35.1,1017.4,66.5,32.8,35.9,1.7,18.9,1704141162,1704096530,hot_summer
Snow,687,-8.9,1016.6,47.5,-11.4,-7.1,8.8,35.6,1704138861,1704097379,warm_winter_coat
Clear,854,30.0,985.2,61.9,29.1,31.3,5.8,13.9,1704132005,1704088995,hot_summer
Clouds,829,13.7,1030.5,44.3,12.1,14.7,15.3,66.3,1704130413,1704088883,windproof_jacket
Rain,576,23.4,1021.9,76.0,21.3,25.8,9.4,95.9,1704138466,1704098418,light_rain_jacket
Clear,814,29.0,1036.4,51.5,26.4,30.0,2.5,24.3,1704125268,1704090347,tshirt_shorts
Rain,541,15.2,1009.2,79.6,12.4,16.7,6.7,60.7,1704142098,1704096393,raincoat_umbrella
Clear,814,32.1,1014.8,45.2,30.1,34.5,3.2,16.0,1704137726,1704097580,hot_summer
Clouds,841,7.9,1024.1,52.7,5.2,9.7,1.1,26.2,1704138710,1704093968,medium_coat_scarf
Clouds,802,15.2,1000.3,61.9,12.2,16.9,23.8,1.1,1704139424,1704097285,windproof_jacket
Clouds,870,18.2,1029.3,55.9,15.6,20.0,5.9,20.6,1704136723,1704092754,light_jacket_jeans
Snow,623,-4.8,1020.3,93.5,-6.9,-2.9,10.6,51.7,1704133893,1704095687,winter_wet_gear
Clouds,872,9.6,1006.6,51.6,7.9,10.9,19.3,59.3,1704129348,1704090348,windproof_jacket
Drizzle,340,19.0,1024.8,51.9,18.1,20.4,6.6,58.3,1704129504,1704092231,light_jacket_jeans
Rain,526,6.2,1028.7,94.4,5.6,9.1,7.7,51.3,1704135558,1704089693,raincoat_umbrella
Snow,637,-2.4,1016.8,86.8,-5.2,-1.2,8.9,9.4,1704140200,1704095515,winter_wet_gear
Drizzle,343,-2.5,1017.8,89.8,-5.3,0.0,10.9,48.1,1704132425,1704091076,winter_wet_gear
Drizzle,346,-0.0,998.2,82.8,-0.9,1.7,13.0,0.9,1704125833,1704097548,winter_wet_gear
Rain,525,21.3,1006.2,92.1,20.2,22.4,6.3,26.6,1704142530,1704097755,light_rain_jacket
Snow,682,-6.3,1023.5,69.1,-7.5,-5.3,2.9,88.8,1704128695,1704094335,warm_winter_coat
Drizzle,340,27.7,1038.1,72.0,25.8,28.4,4.1,44.5,1704125513,1704091867,light_rain_jacket
Clouds,846,18.4,1025.1,61.1,17.3,21.3,5.4,78.5,1704126033,1704089712,light_jacket_jeans
Clear,883,-1.3,1031.7,52.7,-3.3,1.6,11.5,27.1,1704141719,1704097543,warm_winter_coat
Rain,518,24.3,1034.6,85.4,23.4,25.6,2.6,46.1,1704131697,1704098155,light_rain_jacket
Clear,891,-6.6,1035.0,53.1,-7.3,-6.1,11.0,7.9,1704135034,1704093533,warm_winter_coat
Drizzle,378,18.1,1033.4,85.3,15.6,19.6,10.0,70.6,1704131435,1704092019,light_rain_jacket
Clouds,801,10.1,1010.3,52.4,8.9,10.8,18.9,92.1,1704128707,1704098696,windproof_jacket
Snow,636,-4.3,1016.9,67.4,-6.9,-1.4,2.0,29.2,1704137837,1704089402,warm_winter_coat
Clear,801,35.4,984.6,67.5,33.5,36.9,5.3,10.6,1704139464,1704097803,hot_summer
Clear,821,-5.6,996.5,68.4,-7.1,-4.4,3.0,2.3,1704129372,1704091639,warm_winter_coat
Clouds,811,6.6,1008.2,54.4,3.7,8.8,1.6,60.0,1704128662,1704095187,medium_coat_scarf
Clouds,839,12.4,989.6,56.9,11.9,14.4,16.2,74.7,1704128782,1704098138,windproof_jacket
Clear,883,33.5,987.1,42.1,31.3,35.3,7.5,28.0,1704133360,1704089152,hot_summer
Drizzle,311,11.2,1004.9,74.8,10.3,12.5,4.3,3.3,1704140992,1704092493,light_jacket_jeans
Clear,859,30.5,1015.0,31.1,27.8,33.0,1.5,12.6,1704129469,1704092491,hot_summer
Snow,668,-14.1,999.3,46.8,-16.2,-11.9,2.1,75.2,1704127652,1704089937,extreme_cold_gear
Rain,513,15.3,1013.7,96.9,12.9,16.3,11.0,71.0,1704126147,1704089984,raincoat_umbrella
Clouds,837,14.9,1011.2,72.2,12.5,16.0,3.0,57.8,1704135051,1704091967,light_jacket_jeans
Drizzle,348,22.5,1016.5,78.7,21.1,24.6,7.1,34.3,1704137733,1704094789,light_rain_jacket
Clouds,899,16.4,1020.6,43.0,13.5,18.4,20.2,55.8,1704135595,1704095653,windproof_jacket
Snow,652,-5.0,980.7,58.4,-7.1,-4.4,9.6,87.5,1704125511,1704090528,warm_winter_coat
Clear,864,-22.6,995.2,74.1,-24.2,-21.7,10.0,23.8,1704125292,1704099583,extreme_cold_gear
Rain,551,12.1,1015.3,91.6,10.3,15.0,14.5,6.5,1704135489,1704092983,raincoat_umbrella
Clear,823,-3.2,1014.6,73.1,-4.5,-1.8,10.8,6.3,1704138241,1704091923,warm_winter_coat
Clear,889,-3.7,1011.0,58.4,-5.5,-2.4,9.5,29.2,1704133619,1704093620,warm_winter_coat
Clear,814,9.3,992.3,62.9,7.2,10.8,9.3,20.8,1704132626,1704098502,medium_coat_scarf
Snow,677,-22.6,1008.6,43.5,-25.5,-21.7,16.2,29.3,1704126551,1704090333,extreme_cold_gear
Rain,514,14.0,1029.2,85.2,12.7,16.5,7.7,3.0,1704132221,1704098741,raincoat_umbrella
Clouds,815,28.5,1037.3,49.4,25.9,29.9,9.4,95.9,1704135038,1704089584,tshirt_shorts
Clear,831,-1.6,992.9,66.4,-3.0,1.1,8.5,21.2,1704128721,1704090954,warm_winter_coat
Clear,809,18.8,1007.5,79.0,16.2,20.6,8.5,28.0,1704135004,1704096380,light_jacket_jeans
Clear,822,28.5,1009.8,68.3,27.7,30.0,6.2,9.0,1704128599,1704089107,tshirt_shorts
Snow,643,-21.6,992.6,51.2,-23.8,-19.4,16.5,17.2,1704130816,1704098650,extreme_cold_gear
Clear,811,3.8,1038.1,65.5,2.1,4.8,2.2,1.0,1704136530,1704089430,medium_coat_scarf
Snow,625,-5.6,1025.7,87.4,-7.1,-3.7,12.6,32.8,1704140316,1704094757,winter_wet_gear
Snow,648,-22.4,1023.8,54.6,-23.2,-19.9,13.5,42.7,1704139212,1704096029,extreme_cold_gear
Drizzle,392,-8.0,989.6,99.9,-10.0,-5.6,5.0,69.7,1704128813,1704095859,winter_wet_gear
Drizzle,359,27.9,997.6,85.1,26.8,29.8,5.7,9.2,1704140602,1704096940,light_rain_jacket
Clear,822,-18.6,981.4,35.7,-21.2,-16.6,14.5,1.1,1704135629,1704090559,extreme_cold_gear
Rain,510,11.3,1018.4,86.2,10.6,14.3,4.3,21.1,1704127338,1704091711,raincoat_umbrella
Clouds,819,2.4,1013.2,68.0,1.4,4.7,2.7,70.6,1704142665,1704092684,medium_coat_scarf
Rain,540,22.7,982.7,82.0,21.4,24.3,7.2,7.9,1704136983,1704093443,light_rain_jacket
Clear,808,-12.1,996.6,61.0,-14.2,-9.7,4.6,24.0,1704139020,1704095034,extreme_cold_gear
Clear,857,17.5,988.3,51.3,15.6,18.7,10.0,6.7,1704135745,1704095942,light_jacket_jeans
Clouds,823,12.0,1004.3,62.5,10.3,13.3,18.0,36.6,1704125944,1704095411,windproof_jacket
Snow,629,-5.4,991.0,83.3,-7.8,-3.7,7.6,21.7,1704140954,1704094352,winter_wet_gear
Rain,508,9.9,1027.2,78.7,7.5,11.9,12.6,21.1,1704133832,1704089982,raincoat_umbrella
Clear,881,0.3,1005.9,61.1,-0.7,1.2,6.0,20.0,1704126631,1704092125,medium_coat_scarf
Clear,843,32.0,1015.5,56.8,29.5,34.8,1.7,27.4,1704124992,1704099367,hot_summer
Clear,820,-27.9,1037.5,79.5,-30.0,-25.9,12.4,26.9,1704134073,1704099520,extreme_cold_gear
Snow,667,-4.1,1011.3,47.3,-4.8,-1.9,3.6,77.6,1704139993,1704089913,warm_winter_coat
Snow,682,-4.1,1023.8,75.4,-6.9,-1.4,14.7,50.4,1704126890,1704092758,winter_wet_gear
Rain,522,24.3,1013.3,81.0,22.9,25.0,3.0,35.7,1704137867,1704099371,light_rain_jacket
Clouds,879,10.4,994.5,43.5,7.6,11.5,12.8,38.5,1704138014,1704092747,windproof_jacket
Clouds,840,9.6,1029.3,41.3,7.7,11.2,15.4,19.8,1704135930,1704092318,windproof_jacket
Snow,672,-5.3,980.2,94.1,-7.7,-4.7,10.3,12.2,1704140893,1704099127,winter_wet_gear
Drizzle,363,21.4,1002.8,88.2,18.7,22.3,4.4,36.7,1704140781,1704092919,light_rain_jacket
Snow,672,-2.4,987.2,41.9,-3.9,-1.8,8.0,75.1,1704135103,1704097757,warm_winter_coat
Clear,879,29.2,993.7,74.1,27.8,30.4,5.2,3.6,1704142195,1704094272,tshirt_shorts
Rain,570,5.6,1021.8,97.7,4.3,8.2,4.9,87.3,1704139096,1704092386,raincoat_umbrella
Rain,592,19.9,996.7,88.1,17.4,22.2,4.3,81.1,1704127611,1704098778,light_rain_jacket
Rain,577,14.0,983.6,97.8,13.5,16.4,4.7,53.5,1704133585,1704094264,raincoat_umbrella
Clouds,872,22.0,995.8,79.6,21.5,24.3,0.1,20.0,1704139062,1704096288,tshirt_shorts
Rain,595,8.7,1034.8,83.1,6.2,10.4,7.2,99.9,1704137354,1704088909,raincoat_umbrella
Drizzle,375,13.4,1016.6,56.9,11.2,14.5,5.3,36.7,1704131053,1704096370,light_jacket_jeans
Snow,634,-4.1,1009.5,70.7,-6.4,-2.5,4.1,8.7,1704127111,1704094527,warm_winter_coat
Clear,889,-3.8,1011.5,52.7,-4.5,-2.8,1.9,9.2,1704126624,1704095483,warm_winter_coat
Drizzle,336,-9.7,1032.0,75.3,-10.5,-7.0,4.3,52.3,1704125301,1704094943,winter_wet_gear
Clear,842,-0.9,1010.6,47.4,-1.4,0.7,3.6,19.2,1704140381,1704093109,warm_winter_coat
Drizzle,313,16.5,982.5,60.3,14.9,19.0,6.9,19.2,1704135354,1704093980,light_jacket_jeans
Snow,651,-24.8,993.2,68.8,-27.6,-23.6,0.5,52.1,1704142348,1704091101,extreme_cold_gear
Clouds,887,17.8,1007.7,49.1,15.2,18.5,17.2,25.3,1704134410,1704096411,windproof_jacket
Snow,653,8.8,987.2,61.4,7.3,10.9,6.0,25.2,1704141913,1704091826,medium_coat_scarf
Snow,682,-0.5,1026.7,66.4,-1.9,0.1,5.9,46.8,1704132340,1704098148,warm_winter_coat
Clouds,826,9.7,1034.8,62.6,7.8,10.4,17.4,64.4,1704137148,1704096688,windproof_jacket
Clear,822,19.5,1012.5,62.8,18.5,20.4,11.8,7.3,1704125194,1704093691,light_jacket_jeans
Snow,663,-7.8,984.9,59.7,-10.0,-5.0,7.0,93.2,1704133433,1704099411,warm_winter_coat
Drizzle,303,-2.5,996.0,75.2,-3.3,-1.8,5.1,54.3,1704130692,1704090704,winter_wet_gear
Snow,648,-12.9,983.4,30.4,-13.5,-10.9,4.7,49.9,1704131629,1704094829,extreme_cold_gear
Clear,810,28.6,989.8,56.7,25.9,31.4,6.9,24.4,1704141071,1704091665,hot_summer
Clouds,835,16.0,1008.8,60.1,13.2,16.9,14.5,60.3,1704127639,1704094366,windproof_jacket
Drizzle,316,22.3,991.4,77.2,19.6,24.7,3.0,0.1,1704124843,1704091161,light_rain_jacket
Drizzle,394,19.6,1032.2,86.2,16.6,21.1,3.2,6.6,1704141642,1704090642,light_rain_jacket
Rain,588,25.4,1019.6,86.7,24.1,28.2,8.2,8.0,1704133300,1704091212,light_rain_jacket
Drizzle,311,20.9,986.7,80.2,19.0,22.8,2.6,21.7,1704135308,1704095347,light_rain_jacket
Snow,623,-3.2,993.1,95.2,-6.1,-2.0,13.8,97.5,1704125644,1704095428,winter_wet_gear
Clouds,833,11.2,1038.3,67.2,10.2,13.6,21.6,89.3,1704139520,1704089324,windproof_jacket
Clear,884,26.4,1034.3,41.2,24.5,28.6,7.2,23.9,1704126431,1704099494,tshirt_shorts
Clouds,850,7.8,1035.3,70.3,6.8,10.8,6.6,19.3,1704133500,1704094774,medium_coat_scarf
Rain,588,21.6,997.2,72.2,18.9,23.4,3.4,46.3,1704132467,1704095840,light_rain_jacket
Drizzle,330,27.0,983.7,92.1,26.3,27.7,6.9,80.4,1704132566,1704092313,light_rain_jacket
Clear,833,38.6,1007.9,32.0,36.2,41.4,2.1,6.8,1704130958,1704093376,hot_summer
Rain,589,11.6,983.5,92.5,9.8,12.1,7.9,70.5,1704141357,1704095416,raincoat_umbrella
